protein,context,alpha,layer,head,label,context_metric,delta_metric_from_context_baseline,clean_top3_mass,ablated_top3_mass,delta_top3_mass,clean_entropy_norm,ablated_entropy_norm,clean_cos_to_clean_l10h9,ablated_cos_to_clean_l10h9,delta_cos_to_clean_l10h9,clean_anchor_mass_to_clean_l10h9_top3,ablated_anchor_mass_to_clean_l10h9_top3,delta_anchor_mass_to_clean_l10h9_top3,keydist_jsd,is_known_anchor_head
2B61A,full,2.0,25,12,L25H12,1.0032891035079956,0.0032891035079956055,0.13230013847351074,0.13342782855033875,0.001127690076828003,0.8856819824948791,0.8848929388078817,0.04461441561579704,0.043930649757385254,-0.0006837658584117889,0.008495964109897614,0.008423946797847748,-7.201731204986572e-05,9.317500429506515e-06,False
2B61A,full,2.0,25,13,L25H13,1.0032891035079956,0.0032891035079956055,0.07335261255502701,0.0733700543642044,1.744180917739868e-05,0.936055752757756,0.936066561575386,0.08601437509059906,0.08521038293838501,-0.0008039921522140503,0.013637707568705082,0.013551694341003895,-8.601322770118713e-05,9.732845517524357e-06,False
2B61A,full,2.0,25,14,L25H14,1.0032891035079956,0.0032891035079956055,0.09532210230827332,0.09498827159404755,-0.00033383071422576904,0.9278820580072072,0.9280616849558642,0.13196220993995667,0.13241001963615417,0.00044780969619750977,0.028562337160110474,0.028600472956895828,3.8135796785354614e-05,8.748367630405696e-06,False
2B61A,full,2.0,25,15,L25H15,1.0032891035079956,0.0032891035079956055,0.05938965827226639,0.05944232642650604,5.266815423965454e-05,0.9472970345241714,0.9472149097964045,0.07102031260728836,0.07167434692382812,0.0006540343165397644,0.008325744420289993,0.008427053689956665,0.00010130926966667175,6.629796780843012e-06,False
2B61A,full,2.0,25,16,L25H16,1.0032891035079956,0.0032891035079956055,0.023823373019695282,0.02383088506758213,7.51204788684845e-06,0.9838972510552301,0.9839068341306547,0.02497873641550541,0.025073397904634476,9.466148912906647e-05,0.0020040366798639297,0.0020101952832192183,6.1586033552885056e-06,3.0182320394536446e-06,False
2B61A,full,2.0,25,17,L25H17,1.0032891035079956,0.0032891035079956055,0.08951666951179504,0.08929496258497238,-0.00022170692682266235,0.9198673754500416,0.9199690563375413,0.02324693277478218,0.023150024935603142,-9.6907839179039e-05,0.0034520765766501427,0.003460213076323271,8.136499673128128e-06,8.393858377511668e-06,False
2B61A,full,2.0,25,18,L25H18,1.0032891035079956,0.0032891035079956055,0.060006413608789444,0.06008349731564522,7.708370685577393e-05,0.9292188970289427,0.9290296870048611,0.08556163311004639,0.08493161201477051,-0.0006300210952758789,0.01881866157054901,0.018948538228869438,0.00012987665832042694,1.1586178168535542e-05,False
2B61A,full,2.0,25,19,L25H19,1.0032891035079956,0.0032891035079956055,0.09762678295373917,0.0979108139872551,0.0002840310335159302,0.9059714703598951,0.9059728075332102,0.32693052291870117,0.3189772963523865,-0.007953226566314697,0.04835353419184685,0.04745304584503174,-0.0009004883468151093,2.1141012190498332e-05,False
2B61A,full,2.0,26,0,L26H0,1.0032891035079956,0.0032891035079956055,0.056959524750709534,0.05705907940864563,9.955465793609619e-05,0.9320043961908856,0.9318948036946051,0.026601742953062057,0.02639472670853138,-0.0002070162445306778,0.0026040300726890564,0.002584063448011875,-1.9966624677181244e-05,8.65626101684096e-06,False
2B61A,full,2.0,26,1,L26H1,1.0032891035079956,0.0032891035079956055,0.04949364811182022,0.0492522157728672,-0.0002414323389530182,0.9525211478039077,0.9525316223282091,0.058926962316036224,0.05887714773416519,-4.9814581871032715e-05,0.005977812688797712,0.005972042214125395,-5.770474672317505e-06,1.1539742362918912e-05,False
2B61A,full,2.0,26,2,L26H2,1.0032891035079956,0.0032891035079956055,0.05571817606687546,0.05582168698310852,0.00010351091623306274,0.9535476511854386,0.9533706985834118,0.06995246559381485,0.07050812989473343,0.0005556643009185791,0.010889756493270397,0.010914335958659649,2.457946538925171e-05,1.0441507506197146e-05,False
2B61A,full,2.0,26,3,L26H3,1.0032891035079956,0.0032891035079956055,0.030649308115243912,0.030624384060502052,-2.4924054741859436e-05,0.9679506792553232,0.9679420990598848,0.028529763221740723,0.02862062305212021,9.085983037948608e-05,0.002481900854036212,0.002490115351974964,8.214497938752174e-06,9.71211059667971e-06,False
